employee_id,cost_center,punch_in_time,punch_out_time,punch_apply_date,hours_worked,paycode
5011018,54013,2021-05-24 14:02:00,2021-05-24 17:45:00,2021-05-24,3.7,WRK
5011018,54013,,,2021-05-24,0.5,BREAK
5011018,54013,2021-05-24 18:17:00,2021-05-24 22:02:00,2021-05-24,3.8,WRK
5011105,51100,,,2021-05-24,6,ON_CALL
5011105,51100,2021-05-24 6:19:00,2021-05-24 8:19:00,2021-05-24,2,WRK
5011110,31288,,,2021-05-24,1,CHARGE
5011110,31288,2021-05-24 14:07:00,2021-05-24 17:43:00,2021-05-24,3.6,WRK
5011110,31288,,,2021-05-24,0.6,BREAK
5011110,31288,2021-05-24 18:16:00,2021-05-24 22:07:00,2021-05-24,3.9,WRK
5011147,55050,,,2021-05-24,7,ON_CALL
5011147,55050,2021-05-24 6:06:00,2021-05-24 7:06:00,2021-05-24,1,WRK
5011401,53410,,,2021-05-24,1,CHARGE
5011401,53410,2021-05-24 6:13:00,2021-05-24 10:51:00,2021-05-24,4.6,WRK
5011401,53410,,,2021-05-24,0.5,BREAK
5011401,53410,2021-05-24 11:21:00,2021-05-24 14:13:00,2021-05-24,2.9,WRK
5011499,53410,2021-05-24 6:18:00,2021-05-24 9:53:00,2021-05-24,3.6,WRK
5011499,53410,,,2021-05-24,0.6,BREAK
5011499,53410,2021-05-24 10:29:00,2021-05-24 14:18:00,2021-05-24,3.8,WRK
5012159,54013,,,2021-05-24,1,CHARGE
5012159,54013,2021-05-24 14:01:00,2021-05-24 17:38:00,2021-05-24,3.6,WRK
5012159,54013,,,2021-05-24,0.8,BREAK
5012159,54013,2021-05-24 18:29:00,2021-05-24 22:01:00,2021-05-24,3.5,WRK
5012163,11151,2021-05-24 6:08:00,2021-05-24 11:53:00,2021-05-24,5.8,WRK
5012163,11151,,,2021-05-24,0.5,BREAK
5012163,11151,2021-05-24 12:23:00,2021-05-24 14:08:00,2021-05-24,1.8,WRK
5012319,53410,,,2021-05-24,2,CHARGE
5012319,53410,2021-05-24 6:07:00,2021-05-24 11:51:00,2021-05-24,5.7,WRK
5012319,53410,,,2021-05-24,0.9,BREAK
5012319,53410,2021-05-24 12:47:00,2021-05-24 14:07:00,2021-05-24,1.3,WRK
5012329,11151,,,2021-05-24,3,CHARGE
5012329,11151,2021-05-24 14:00:00,2021-05-24 17:42:00,2021-05-24,3.7,WRK
5012329,11151,,,2021-05-24,0.7,BREAK
5012329,11151,2021-05-24 18:22:00,2021-05-24 22:00:00,2021-05-24,3.6,WRK
5014147,54013,2021-05-24 6:03:00,2021-05-24 8:48:00,2021-05-24,2.8,WRK
5014147,54013,,,2021-05-24,0.5,BREAK
5014147,54013,2021-05-24 9:19:00,2021-05-24 14:03:00,2021-05-24,4.7,WRK
507800,53410,,,2021-05-24,2,CHARGE
507800,53410,2021-05-24 6:06:00,2021-05-24 8:56:00,2021-05-24,2.8,WRK
507800,53410,,,2021-05-24,0.6,BREAK
507800,53410,2021-05-24 9:33:00,2021-05-24 14:06:00,2021-05-24,4.5,WRK
1377208,53410,,,2021-05-25,2,CHARGE
1377208,53410,2021-05-25 6:17:00,2021-05-25 11:02:00,2021-05-25,4.8,WRK
1377208,53410,,,2021-05-25,0.8,BREAK
1377208,53410,2021-05-25 11:53:00,2021-05-25 14:17:00,2021-05-25,2.4,WRK
1672200,31288,,,2021-05-25,8,ON_CALL
1977006,54013,,,2021-05-25,5,ON_CALL
1977006,54013,2021-05-25 14:07:00,2021-05-25 17:07:00,2021-05-25,3,WRK
4019778,53410,,,2021-05-25,8,ABSENT
4024378,18048,,,2021-05-25,8,ABSENT
5001188,53410,,,2021-05-25,7,ON_CALL
5001188,53410,2021-05-25 14:01:00,2021-05-25 15:01:00,2021-05-25,1,WRK
5005963,53410,,,2021-05-25,7,ON_CALL
5005963,53410,2021-05-25 14:02:00,2021-05-25 15:02:00,2021-05-25,1,WRK
5009770,53410,,,2021-05-25,8,ABSENT
5010823,55050,,,2021-05-25,6,ON_CALL
5010823,55050,2021-05-25 14:19:00,2021-05-25 16:19:00,2021-05-25,2,WRK
5010831,18048,,,2021-05-25,5,ON_CALL
5010831,18048,2021-05-25 6:07:00,2021-05-25 9:07:00,2021-05-25,3,WRK
5010836,54013,,,2021-05-25,3,CHARGE
5010836,54013,2021-05-25 14:14:00,2021-05-25 19:01:00,2021-05-25,4.8,WRK
5010836,54013,,,2021-05-25,0.6,BREAK
5010836,54013,2021-05-25 19:35:00,2021-05-25 22:14:00,2021-05-25,2.6,WRK
5011060,55050,,,2021-05-25,8,ABSENT
5011105,51100,2021-05-25 6:10:00,2021-05-25 8:45:00,2021-05-25,2.6,WRK
5011105,51100,,,2021-05-25,0.6,BREAK
5011105,51100,2021-05-25 9:19:00,2021-05-25 14:10:00,2021-05-25,4.8,WRK
5011110,31288,,,2021-05-25,6,ON_CALL
5011110,31288,2021-05-25 6:01:00,2021-05-25 8:01:00,2021-05-25,2,WRK
5011147,55050,,,2021-05-25,8,ABSENT
5011401,53410,,,2021-05-25,6,ON_CALL
5011401,53410,2021-05-25 6:19:00,2021-05-25 8:19:00,2021-05-25,2,WRK
5011499,53410,,,2021-05-25,8,ABSENT
5011633,54013,,,2021-05-25,7,ON_CALL
5011633,54013,2021-05-25 6:06:00,2021-05-25 7:06:00,2021-05-25,1,WRK
5012159,54013,,,2021-05-25,2,CHARGE
5012159,54013,2021-05-25 6:01:00,2021-05-25 8:36:00,2021-05-25,2.6,WRK
5012159,54013,,,2021-05-25,0.8,BREAK
5012159,54013,2021-05-25 9:22:00,2021-05-25 14:01:00,2021-05-25,4.7,WRK
5012163,11151,2021-05-25 6:20:00,2021-05-25 9:54:00,2021-05-25,3.6,WRK
5012163,11151,,,2021-05-25,1,BREAK
5012163,11151,2021-05-25 10:52:00,2021-05-25 14:20:00,2021-05-25,3.5,WRK
5012165,18048,,,2021-05-25,8,ABSENT
5012319,53410,,,2021-05-25,7,ON_CALL
5012319,53410,2021-05-25 6:16:00,2021-05-25 7:16:00,2021-05-25,1,WRK
5014147,54013,2021-05-25 6:07:00,2021-05-25 10:37:00,2021-05-25,4.5,WRK
5014147,54013,,,2021-05-25,0.8,BREAK
5014147,54013,2021-05-25 11:22:00,2021-05-25 14:07:00,2021-05-25,2.8,WRK
507800,53410,,,2021-05-25,8,ABSENT
1377208,53410,,,2021-05-26,8,ABSENT
1672200,31288,,,2021-05-26,7,ON_CALL
1672200,31288,2021-05-26 6:08:00,2021-05-26 7:08:00,2021-05-26,1,WRK
3974506,54013,2021-05-26 6:01:00,2021-05-26 8:40:00,2021-05-26,2.7,WRK
3974506,54013,,,2021-05-26,0.8,BREAK
3974506,54013,2021-05-26 9:25:00,2021-05-26 14:01:00,2021-05-26,4.6,WRK
4019778,53410,,,2021-05-26,5,ON_CALL
4019778,53410,2021-05-26 14:10:00,2021-05-26 17:10:00,2021-05-26,3,WRK
4024378,18048,2021-05-26 14:01:00,2021-05-26 18:50:00,2021-05-26,4.8,WRK
4024378,18048,,,2021-05-26,0.7,BREAK
4024378,18048,2021-05-26 19:33:00,2021-05-26 22:01:00,2021-05-26,2.5,WRK
5001188,53410,,,2021-05-26,1,CHARGE
5001188,53410,2021-05-26 6:14:00,2021-05-26 9:49:00,2021-05-26,3.6,WRK
5001188,53410,,,2021-05-26,0.9,BREAK
5001188,53410,2021-05-26 10:41:00,2021-05-26 14:14:00,2021-05-26,3.5,WRK
5001252,11151,,,2021-05-26,7,ON_CALL
5001252,11151,2021-05-26 6:14:00,2021-05-26 7:14:00,2021-05-26,1,WRK
5005963,53410,2021-05-26 6:08:00,2021-05-26 10:58:00,2021-05-26,4.8,WRK
5005963,53410,,,2021-05-26,0.6,BREAK
5005963,53410,2021-05-26 11:35:00,2021-05-26 14:08:00,2021-05-26,2.5,WRK
5009770,53410,,,2021-05-26,8,ON_CALL
5010823,55050,,,2021-05-26,2,CHARGE
5010823,55050,2021-05-26 14:08:00,2021-05-26 16:44:00,2021-05-26,2.6,WRK
5010823,55050,,,2021-05-26,0.9,BREAK
5010823,55050,2021-05-26 17:37:00,2021-05-26 22:08:00,2021-05-26,4.5,WRK
5010831,18048,,,2021-05-26,8,ABSENT
5010836,54013,,,2021-05-26,8,ABSENT
5011018,54013,,,2021-05-26,8,ON_CALL
5011060,55050,,,2021-05-26,8,ON_CALL
5011105,51100,,,2021-05-26,5,ON_CALL
5011105,51100,2021-05-26 6:14:00,2021-05-26 9:14:00,2021-05-26,3,WRK
5011110,31288,,,2021-05-26,2,CHARGE
5011110,31288,2021-05-26 14:20:00,2021-05-26 19:05:00,2021-05-26,4.8,WRK
5011110,31288,,,2021-05-26,0.6,BREAK
5011110,31288,2021-05-26 19:42:00,2021-05-26 22:20:00,2021-05-26,2.6,WRK
5011147,55050,2021-05-26 14:08:00,2021-05-26 18:38:00,2021-05-26,4.5,WRK
5011147,55050,,,2021-05-26,0.5,BREAK
5011147,55050,2021-05-26 19:09:00,2021-05-26 22:08:00,2021-05-26,3,WRK
5011499,53410,,,2021-05-26,2,CHARGE
5011499,53410,2021-05-26 14:04:00,2021-05-26 16:51:00,2021-05-26,2.8,WRK
5011499,53410,,,2021-05-26,0.9,BREAK
5011499,53410,2021-05-26 17:46:00,2021-05-26 22:04:00,2021-05-26,4.3,WRK
5011633,54013,,,2021-05-26,8,ABSENT
5012159,54013,,,2021-05-26,8,ABSENT
5012163,11151,,,2021-05-26,8,ABSENT
5012165,18048,,,2021-05-26,6,ON_CALL
5012165,18048,2021-05-26 6:04:00,2021-05-26 8:04:00,2021-05-26,2,WRK
5012329,11151,,,2021-05-26,7,ON_CALL
5012329,11151,2021-05-26 14:03:00,2021-05-26 15:03:00,2021-05-26,1,WRK
507800,53410,2021-05-26 14:00:00,2021-05-26 16:39:00,2021-05-26,2.7,WRK
507800,53410,,,2021-05-26,0.8,BREAK
507800,53410,2021-05-26 17:30:00,2021-05-26 22:00:00,2021-05-26,4.5,WRK
1377208,53410,,,2021-05-27,1,CHARGE
1377208,53410,2021-05-27 14:12:00,2021-05-27 19:43:00,2021-05-27,5.5,WRK
1377208,53410,,,2021-05-27,0.9,BREAK
1377208,53410,2021-05-27 20:37:00,2021-05-27 22:12:00,2021-05-27,1.6,WRK
1672200,31288,,,2021-05-27,8,ABSENT
1977006,54013,,,2021-05-27,8,ABSENT
3974506,54013,2021-05-27 6:01:00,2021-05-27 11:35:00,2021-05-27,5.6,WRK
3974506,54013,,,2021-05-27,0.8,BREAK
3974506,54013,2021-05-27 12:26:00,2021-05-27 14:01:00,2021-05-27,1.6,WRK
4019778,53410,,,2021-05-27,5,ON_CALL
4019778,53410,2021-05-27 6:20:00,2021-05-27 9:20:00,2021-05-27,3,WRK
4024378,18048,,,2021-05-27,5,ON_CALL
4024378,18048,2021-05-27 6:00:00,2021-05-27 9:00:00,2021-05-27,3,WRK
5001188,53410,,,2021-05-27,8,ABSENT
5001252,11151,2021-05-27 6:03:00,2021-05-27 11:46:00,2021-05-27,5.7,WRK
5001252,11151,,,2021-05-27,0.9,BREAK
5001252,11151,2021-05-27 12:40:00,2021-05-27 14:03:00,2021-05-27,1.4,WRK
5005963,53410,,,2021-05-27,7,ON_CALL
5005963,53410,2021-05-27 6:11:00,2021-05-27 7:11:00,2021-05-27,1,WRK
5009770,53410,,,2021-05-27,5,ON_CALL
5009770,53410,2021-05-27 14:04:00,2021-05-27 17:04:00,2021-05-27,3,WRK
5010823,55050,,,2021-05-27,6,ON_CALL
5010823,55050,2021-05-27 14:15:00,2021-05-27 16:15:00,2021-05-27,2,WRK
5010831,18048,2021-05-27 6:05:00,2021-05-27 11:38:00,2021-05-27,5.6,WRK
5010831,18048,,,2021-05-27,0.6,BREAK
5010831,18048,2021-05-27 12:15:00,2021-05-27 14:05:00,2021-05-27,1.8,WRK
5010836,54013,,,2021-05-27,7,ON_CALL
5010836,54013,2021-05-27 6:08:00,2021-05-27 7:08:00,2021-05-27,1,WRK
5011015,55050,,,2021-05-27,8,ABSENT
5011018,54013,2021-05-27 14:04:00,2021-05-27 19:49:00,2021-05-27,5.8,WRK
5011018,54013,,,2021-05-27,0.5,BREAK
5011018,54013,2021-05-27 20:21:00,2021-05-27 22:04:00,2021-05-27,1.7,WRK
5011060,55050,,,2021-05-27,8,ABSENT
5011105,51100,,,2021-05-27,8,ABSENT
5011110,31288,2021-05-27 14:02:00,2021-05-27 19:43:00,2021-05-27,5.7,WRK
5011110,31288,,,2021-05-27,0.8,BREAK
5011110,31288,2021-05-27 20:34:00,2021-05-27 22:02:00,2021-05-27,1.5,WRK
5011147,55050,2021-05-27 6:16:00,2021-05-27 9:47:00,2021-05-27,3.5,WRK
5011147,55050,,,2021-05-27,0.8,BREAK
5011147,55050,2021-05-27 10:32:00,2021-05-27 14:16:00,2021-05-27,3.7,WRK
5011401,53410,,,2021-05-27,1,CHARGE
5011401,53410,2021-05-27 6:12:00,2021-05-27 10:53:00,2021-05-27,4.7,WRK
5011401,53410,,,2021-05-27,0.9,BREAK
5011401,53410,2021-05-27 11:45:00,2021-05-27 14:12:00,2021-05-27,2.5,WRK
5011633,54013,,,2021-05-27,7,ON_CALL
5011633,54013,2021-05-27 6:20:00,2021-05-27 7:20:00,2021-05-27,1,WRK
5012165,18048,,,2021-05-27,1,CHARGE
5012165,18048,2021-05-27 6:00:00,2021-05-27 11:49:00,2021-05-27,5.8,WRK
5012165,18048,,,2021-05-27,0.9,BREAK
5012165,18048,2021-05-27 12:43:00,2021-05-27 14:00:00,2021-05-27,1.3,WRK
5012319,53410,2021-05-27 14:12:00,2021-05-27 16:47:00,2021-05-27,2.6,WRK
5012319,53410,,,2021-05-27,0.9,BREAK
5012319,53410,2021-05-27 17:42:00,2021-05-27 22:12:00,2021-05-27,4.5,WRK
5014147,54013,2021-05-27 14:06:00,2021-05-27 16:49:00,2021-05-27,2.7,WRK
5014147,54013,,,2021-05-27,1,BREAK
5014147,54013,2021-05-27 17:47:00,2021-05-27 22:06:00,2021-05-27,4.3,WRK
1377208,53410,,,2021-05-28,2,CHARGE
1377208,53410,2021-05-28 6:18:00,2021-05-28 9:52:00,2021-05-28,3.6,WRK
1377208,53410,,,2021-05-28,0.7,BREAK
1377208,53410,2021-05-28 10:33:00,2021-05-28 14:18:00,2021-05-28,3.8,WRK
1672200,31288,,,2021-05-28,1,CHARGE
1672200,31288,2021-05-28 14:20:00,2021-05-28 18:02:00,2021-05-28,3.7,WRK
1672200,31288,,,2021-05-28,0.8,BREAK
1672200,31288,2021-05-28 18:47:00,2021-05-28 22:20:00,2021-05-28,3.5,WRK
3974506,54013,2021-05-28 6:00:00,2021-05-28 10:47:00,2021-05-28,4.8,WRK
3974506,54013,,,2021-05-28,0.8,BREAK
3974506,54013,2021-05-28 11:35:00,2021-05-28 14:00:00,2021-05-28,2.4,WRK
4019778,53410,,,2021-05-28,8,ABSENT
4024378,18048,,,2021-05-28,8,ABSENT
5001188,53410,,,2021-05-28,5,ON_CALL
5001188,53410,2021-05-28 6:04:00,2021-05-28 9:04:00,2021-05-28,3,WRK
5001252,11151,,,2021-05-28,7,ON_CALL
5001252,11151,2021-05-28 14:04:00,2021-05-28 15:04:00,2021-05-28,1,WRK
5005963,53410,,,2021-05-28,7,ON_CALL
5005963,53410,2021-05-28 6:04:00,2021-05-28 7:04:00,2021-05-28,1,WRK
5009770,53410,,,2021-05-28,5,ON_CALL
5009770,53410,2021-05-28 14:19:00,2021-05-28 17:19:00,2021-05-28,3,WRK
5010823,55050,,,2021-05-28,7,ON_CALL
5010823,55050,2021-05-28 14:18:00,2021-05-28 15:18:00,2021-05-28,1,WRK
5010831,18048,,,2021-05-28,7,ON_CALL
5010831,18048,2021-05-28 6:06:00,2021-05-28 7:06:00,2021-05-28,1,WRK
5010836,54013,,,2021-05-28,7,ON_CALL
5010836,54013,2021-05-28 6:04:00,2021-05-28 7:04:00,2021-05-28,1,WRK
5011015,55050,,,2021-05-28,8,ABSENT
5011060,55050,2021-05-28 14:19:00,2021-05-28 19:49:00,2021-05-28,5.5,WRK
5011060,55050,,,2021-05-28,0.8,BREAK
5011060,55050,2021-05-28 20:38:00,2021-05-28 22:19:00,2021-05-28,1.7,WRK
5011105,51100,,,2021-05-28,8,ABSENT
5011110,31288,,,2021-05-28,7,ON_CALL
5011110,31288,2021-05-28 14:20:00,2021-05-28 15:20:00,2021-05-28,1,WRK
5011401,53410,,,2021-05-28,6,ON_CALL
5011401,53410,2021-05-28 14:02:00,2021-05-28 16:02:00,2021-05-28,2,WRK
5012159,54013,,,2021-05-28,7,ON_CALL
5012159,54013,2021-05-28 6:15:00,2021-05-28 7:15:00,2021-05-28,1,WRK
5012163,11151,,,2021-05-28,1,CHARGE
5012163,11151,2021-05-28 6:05:00,2021-05-28 11:48:00,2021-05-28,5.7,WRK
5012163,11151,,,2021-05-28,0.7,BREAK
5012163,11151,2021-05-28 12:30:00,2021-05-28 14:05:00,2021-05-28,1.6,WRK
5012165,18048,,,2021-05-28,8,ON_CALL
5012319,53410,2021-05-28 14:10:00,2021-05-28 18:49:00,2021-05-28,4.7,WRK
5012319,53410,,,2021-05-28,0.8,BREAK
5012319,53410,2021-05-28 19:37:00,2021-05-28 22:10:00,2021-05-28,2.5,WRK
5012329,11151,,,2021-05-28,8,ON_CALL
5014147,54013,,,2021-05-28,2,CHARGE
5014147,54013,2021-05-28 14:11:00,2021-05-28 19:43:00,2021-05-28,5.5,WRK
5014147,54013,,,2021-05-28,0.9,BREAK
5014147,54013,2021-05-28 20:35:00,2021-05-28 22:11:00,2021-05-28,1.6,WRK
507800,53410,,,2021-05-28,5,ON_CALL
507800,53410,2021-05-28 14:14:00,2021-05-28 17:14:00,2021-05-28,3,WRK
1377208,53410,,,2021-05-29,8,ABSENT
1672200,31288,,,2021-05-29,8,ABSENT
3974506,54013,,,2021-05-29,8,ABSENT
4019778,53410,,,2021-05-29,8,ABSENT
4024378,18048,,,2021-05-29,8,ABSENT
5001188,53410,,,2021-05-29,2,CHARGE
5001188,53410,2021-05-29 6:01:00,2021-05-29 9:39:00,2021-05-29,3.6,WRK
5001188,53410,,,2021-05-29,0.8,BREAK
5001188,53410,2021-05-29 10:30:00,2021-05-29 14:01:00,2021-05-29,3.5,WRK
5005963,53410,,,2021-05-29,8,ABSENT
5009770,53410,,,2021-05-29,6,ON_CALL
5009770,53410,2021-05-29 6:09:00,2021-05-29 8:09:00,2021-05-29,2,WRK
5010836,54013,,,2021-05-29,8,ABSENT
5011015,55050,,,2021-05-29,8,ABSENT
5011018,54013,,,2021-05-29,8,ABSENT
5011060,55050,,,2021-05-29,1,CHARGE
5011060,55050,2021-05-29 6:20:00,2021-05-29 12:06:00,2021-05-29,5.8,WRK
5011060,55050,,,2021-05-29,0.8,BREAK
5011060,55050,2021-05-29 12:55:00,2021-05-29 14:20:00,2021-05-29,1.4,WRK
5011105,51100,2021-05-29 14:13:00,2021-05-29 19:01:00,2021-05-29,4.8,WRK
5011105,51100,,,2021-05-29,0.8,BREAK
5011105,51100,2021-05-29 19:52:00,2021-05-29 22:13:00,2021-05-29,2.4,WRK
5011110,31288,,,2021-05-29,8,ABSENT
5011147,55050,,,2021-05-29,3,CHARGE
5011147,55050,2021-05-29 14:13:00,2021-05-29 18:49:00,2021-05-29,4.6,WRK
5011147,55050,,,2021-05-29,0.7,BREAK
5011147,55050,2021-05-29 19:32:00,2021-05-29 22:13:00,2021-05-29,2.7,WRK
5011401,53410,,,2021-05-29,8,ABSENT
5011499,53410,,,2021-05-29,8,ABSENT
5012159,54013,,,2021-05-29,8,ABSENT
5012163,11151,,,2021-05-29,8,ON_CALL
5012165,18048,,,2021-05-29,8,ABSENT
5012319,53410,,,2021-05-29,8,ABSENT
5012329,11151,,,2021-05-29,8,ON_CALL
5014147,54013,,,2021-05-29,8,ABSENT
507800,53410,,,2021-05-29,8,ABSENT
1672200,31288,,,2021-05-30,8,ABSENT
1977006,54013,,,2021-05-30,8,ON_CALL
3974506,54013,2021-05-30 14:09:00,2021-05-30 18:58:00,2021-05-30,4.8,WRK
3974506,54013,,,2021-05-30,0.6,BREAK
3974506,54013,2021-05-30 19:33:00,2021-05-30 22:09:00,2021-05-30,2.6,WRK
4019778,53410,,,2021-05-30,8,ABSENT
4024378,18048,,,2021-05-30,5,ON_CALL
4024378,18048,2021-05-30 14:04:00,2021-05-30 17:04:00,2021-05-30,3,WRK
5001188,53410,,,2021-05-30,8,ABSENT
5001252,11151,,,2021-05-30,2,CHARGE
5001252,11151,2021-05-30 6:08:00,2021-05-30 8:54:00,2021-05-30,2.8,WRK
5001252,11151,,,2021-05-30,0.8,BREAK
5001252,11151,2021-05-30 9:39:00,2021-05-30 14:08:00,2021-05-30,4.5,WRK
5005963,53410,2021-05-30 14:09:00,2021-05-30 16:58:00,2021-05-30,2.8,WRK
5005963,53410,,,2021-05-30,0.8,BREAK
5005963,53410,2021-05-30 17:49:00,2021-05-30 22:09:00,2021-05-30,4.3,WRK
5009770,53410,,,2021-05-30,8,ABSENT
5010823,55050,2021-05-30 14:04:00,2021-05-30 18:49:00,2021-05-30,4.8,WRK
5010823,55050,,,2021-05-30,0.8,BREAK
5010823,55050,2021-05-30 19:35:00,2021-05-30 22:04:00,2021-05-30,2.5,WRK
5010831,18048,,,2021-05-30,8,ABSENT
5010836,54013,,,2021-05-30,8,ABSENT
5011018,54013,,,2021-05-30,8,ABSENT
5011060,55050,2021-05-30 14:00:00,2021-05-30 19:37:00,2021-05-30,5.6,WRK
5011060,55050,,,2021-05-30,1,BREAK
5011060,55050,2021-05-30 20:37:00,2021-05-30 22:00:00,2021-05-30,1.4,WRK
5011105,51100,,,2021-05-30,8,ABSENT
5011110,31288,,,2021-05-30,5,ON_CALL
5011110,31288,2021-05-30 6:09:00,2021-05-30 9:09:00,2021-05-30,3,WRK
5011147,55050,,,2021-05-30,8,ABSENT
5011499,53410,,,2021-05-30,8,ABSENT
5011633,54013,,,2021-05-30,8,ABSENT
5012159,54013,,,2021-05-30,7,ON_CALL
5012159,54013,2021-05-30 14:02:00,2021-05-30 15:02:00,2021-05-30,1,WRK
5012163,11151,,,2021-05-30,8,ABSENT
5012165,18048,,,2021-05-30,8,ABSENT
5012319,53410,,,2021-05-30,3,CHARGE
5012319,53410,2021-05-30 14:20:00,2021-05-30 19:50:00,2021-05-30,5.5,WRK
5012319,53410,,,2021-05-30,0.8,BREAK
5012319,53410,2021-05-30 20:37:00,2021-05-30 22:20:00,2021-05-30,1.7,WRK
5012329,11151,,,2021-05-30,8,ABSENT
1377208,53410,2021-05-31 6:20:00,2021-05-31 10:01:00,2021-05-31,3.7,WRK
1377208,53410,,,2021-05-31,0.6,BREAK
1377208,53410,2021-05-31 10:39:00,2021-05-31 14:20:00,2021-05-31,3.7,WRK
1672200,31288,,,2021-05-31,8,ABSENT
1977006,54013,,,2021-05-31,6,ON_CALL
1977006,54013,2021-05-31 6:11:00,2021-05-31 8:11:00,2021-05-31,2,WRK
3974506,54013,,,2021-05-31,8,ABSENT
4019778,53410,,,2021-05-31,8,ON_CALL
4024378,18048,,,2021-05-31,2,CHARGE
4024378,18048,2021-05-31 14:01:00,2021-05-31 18:37:00,2021-05-31,4.6,WRK
4024378,18048,,,2021-05-31,0.9,BREAK
4024378,18048,2021-05-31 19:34:00,2021-05-31 22:01:00,2021-05-31,2.5,WRK
5001188,53410,,,2021-05-31,8,ABSENT
5001252,11151,,,2021-05-31,8,ABSENT
5009770,53410,2021-05-31 6:00:00,2021-05-31 11:41:00,2021-05-31,5.7,WRK
5009770,53410,,,2021-05-31,0.9,BREAK
5009770,53410,2021-05-31 12:34:00,2021-05-31 14:00:00,2021-05-31,1.4,WRK
5010831,18048,,,2021-05-31,8,ABSENT
5010836,54013,,,2021-05-31,8,ABSENT
5011015,55050,,,2021-05-31,6,ON_CALL
5011015,55050,2021-05-31 6:16:00,2021-05-31 8:16:00,2021-05-31,2,WRK
